,length,min_row,min_col,max_row,max_col
1,32.0,1976,5188,1994,5203
2,57.0,1992,5376,2020,5386
3,22.0,2009,5809,2017,5824
4,16.0,2012,6686,2026,6702
5,15.0,2016,4609,2030,4614
6,21.0,2017,6677,2032,6698
7,26.0,2018,6455,2033,6468
8,66.0,2030,7143,2072,7175
9,35.0,2031,4925,2045,4948
10,30.0,2038,6221,2048,6238
11,11.0,2038,6448,2041,6459
12,14.0,2040,6024,2048,6031
13,14.0,2163,2025,2177,2031
14,19.0,2172,2021,2191,2031
15,12.0,2339,3822,2350,3826
16,38.0,2426,3874,2463,3893
17,13.0,2524,6144,2537,6145
18,11.0,2552,4788,2556,4799
19,28.0,2806,6832,2816,6852
20,18.0,2832,5087,2838,5105
21,13.0,2890,5723,2897,5729
22,14.0,2908,5888,2922,5889
23,12.0,2958,3328,2970,3329
24,12.0,2975,4608,2987,4609
25,16.0,2990,4608,3006,4609
26,23.0,3007,6646,3030,6652
27,17.0,3070,7010,3072,7027
28,42.0,3115,6659,3143,6666
29,23.0,3219,4608,3242,4609
30,15.0,3229,3328,3244,3329
31,16.0,3245,3328,3261,3330
32,15.0,3288,6144,3300,6149
33,15.0,3410,6144,3425,6145
34,16.0,3414,3584,3430,3585
35,14.0,3581,4065,3584,4079
36,43.0,3581,7173,3584,7214
37,23.0,3655,7172,3675,7195
38,15.0,3666,5372,3681,5376
39,17.0,3680,6925,3692,6934
40,11.0,3841,4896,3844,4906
41,17.0,4095,7186,4096,7203
42,12.0,4209,6288,4215,6297
43,72.0,4349,7171,4352,7232
44,13.0,4494,3328,4507,3329
45,14.0,4566,2884,4572,2891
46,12.0,4572,5447,4575,5459
47,25.0,4582,3880,4596,3891
48,11.0,4605,7206,4606,7217
49,63.0,4607,7170,4608,7233
50,16.0,4608,4478,4611,4494
51,13.0,4609,4505,4611,4518
52,14.0,4609,4887,4610,4901
53,40.0,4696,7180,4708,7207
54,12.0,4835,2463,4841,2471
55,16.0,4862,7078,4864,7094
56,16.0,4863,7170,4865,7186
57,14.0,4865,3960,4866,3974
58,27.0,5118,7173,5120,7200
59,15.0,5279,6400,5290,6404
60,12.0,5376,6884,5378,6896
61,16.0,5377,6829,5379,6845
62,83.0,5539,2561,5547,2644
63,43.0,5551,2698,5554,2741
64,17.0,5567,4356,5568,4373
65,15.0,5572,3500,5574,3515
66,16.0,5572,3516,5574,3532
67,21.0,5572,3654,5574,3675
68,11.0,5806,3838,5817,3839
69,81.0,6400,7211,6425,7266
70,14.0,6411,7269,6425,7270
71,11.0,6656,2065,6658,2076
72,27.0,6656,7184,6658,7211
73,11.0,6656,7220,6657,7231
74,14.0,6892,3042,6898,3047
75,11.0,6904,6286,6912,6291
76,32.0,6905,3433,6912,3457
77,83.0,6909,7172,6914,7250
78,12.0,6913,2063,6914,2075
79,123.0,7165,7169,7169,7257
80,12.0,7236,3459,7241,3467
81,12.0,7360,3005,7365,3012
82,18.0,7361,5193,7371,5205
83,66.0,7421,7213,7424,7264
84,17.0,7423,7170,7425,7187
85,24.0,7423,7188,7426,7212
86,14.0,7637,4979,7646,4986
87,24.0,7644,5212,7651,5234
88,129.0,7677,7170,7682,7266
89,99.0,7933,7169,7938,7246
90,15.0,7933,7213,7934,7228
91,11.0,7937,4621,7938,4632
92,11.0,8013,5241,8016,5252
93,11.0,8178,5096,8182,5107
94,15.0,8178,6731,8189,6738
95,76.0,8189,7170,8194,7243
96,40.0,8196,5911,8221,5925
97,18.0,8246,6657,8253,6671
98,11.0,8327,3072,8338,3073
99,82.0,8445,7170,8449,7243
100,11.0,8600,5661,8609,5667
101,23.0,8701,7203,8702,7226
102,100.0,8701,7170,8705,7262
103,12.0,8705,4057,8706,4069
104,16.0,8705,4995,8708,5011
105,13.0,8705,5012,8708,5025
106,14.0,8705,7045,8706,7059
107,13.0,8717,5025,8726,5032
108,11.0,8767,4096,8778,4097
109,12.0,8772,4608,8784,4609
110,20.0,8823,5218,8832,5229
111,124.0,8957,7170,8961,7249
112,11.0,9093,3072,9104,3073
113,29.0,9215,7183,9216,7212
114,14.0,9226,4608,9236,4614
115,12.0,9304,4608,9316,4609
116,15.0,9340,2964,9348,2975
117,18.0,9431,5908,9438,5917
118,110.0,9469,7169,9473,7250
119,14.0,9473,4420,9476,4432
120,12.0,9479,5039,9485,5045
121,12.0,9626,4352,9630,4362
122,82.0,9725,7170,9729,7245
123,15.0,9725,7201,9726,7216
124,14.0,9817,5646,9823,5659
125,11.0,9963,6284,9968,6291
126,57.0,9981,7169,9984,7220
127,22.0,10241,3731,10255,3747
128,15.0,10278,1989,10284,2004
129,28.0,10286,2333,10301,2347
130,17.0,10289,2156,10294,2173
