,length,min_row,min_col,max_row,max_col
1,32.0,1976,5188,1994,5203
2,57.0,1992,5376,2020,5386
3,22.0,2009,5809,2017,5824
4,16.0,2012,6686,2026,6702
5,15.0,2016,4609,2030,4614
6,21.0,2017,6677,2032,6698
7,26.0,2018,6455,2033,6468
8,10.0,2030,4608,2040,4610
9,66.0,2030,7143,2072,7175
10,35.0,2031,4925,2045,4948
11,30.0,2038,6221,2048,6238
12,11.0,2038,6448,2041,6459
13,14.0,2040,6024,2048,6031
14,10.0,2046,6447,2047,6457
15,14.0,2163,2025,2177,2031
16,19.0,2172,2021,2191,2031
17,12.0,2339,3822,2350,3826
18,10.0,2405,3328,2415,3329
19,38.0,2426,3874,2463,3893
20,13.0,2524,6144,2537,6145
21,11.0,2552,4788,2556,4799
22,28.0,2806,6832,2816,6852
23,10.0,2817,5082,2818,5092
24,10.0,2829,5108,2830,5118
25,18.0,2832,5087,2838,5105
26,10.0,2890,4352,2900,4353
27,13.0,2890,5723,2897,5729
28,14.0,2908,5888,2922,5889
29,12.0,2958,3328,2970,3329
30,10.0,2973,3328,2983,3329
31,12.0,2975,4608,2987,4609
32,16.0,2990,4608,3006,4609
33,23.0,3007,6646,3030,6652
34,17.0,3070,7010,3072,7027
35,42.0,3115,6659,3143,6666
36,23.0,3219,4608,3242,4609
37,15.0,3229,3328,3244,3329
38,16.0,3245,3328,3261,3330
39,15.0,3288,6144,3300,6149
40,15.0,3410,6144,3425,6145
41,10.0,3413,6161,3422,6166
42,16.0,3414,3584,3430,3585
43,10.0,3445,3584,3455,3585
44,10.0,3449,3328,3459,3329
45,10.0,3517,4352,3527,4353
46,14.0,3581,4065,3584,4079
47,43.0,3581,7173,3584,7214
48,23.0,3655,7172,3675,7195
49,15.0,3666,5372,3681,5376
50,17.0,3680,6925,3692,6934
51,11.0,3841,4896,3844,4906
52,17.0,4095,7186,4096,7203
53,10.0,4097,3819,4098,3829
54,10.0,4168,3328,4178,3329
55,12.0,4209,6288,4215,6297
56,72.0,4349,7171,4352,7232
57,10.0,4352,6750,4354,6760
58,13.0,4494,3328,4507,3329
59,14.0,4566,2884,4572,2891
60,12.0,4572,5447,4575,5459
61,25.0,4582,3880,4596,3891
62,11.0,4605,7206,4606,7217
63,63.0,4607,7170,4608,7233
64,16.0,4608,4478,4611,4494
65,13.0,4609,4505,4611,4518
66,14.0,4609,4887,4610,4901
67,10.0,4678,4369,4685,4377
68,40.0,4696,7180,4708,7207
69,12.0,4835,2463,4841,2471
70,16.0,4862,7078,4864,7094
71,16.0,4863,7170,4865,7186
72,14.0,4865,3960,4866,3974
73,27.0,5118,7173,5120,7200
74,15.0,5279,6400,5290,6404
75,12.0,5376,6884,5378,6896
76,16.0,5377,6829,5379,6845
77,83.0,5539,2561,5547,2644
78,43.0,5551,2698,5554,2741
79,17.0,5567,4356,5568,4373
80,15.0,5572,3500,5574,3515
81,16.0,5572,3516,5574,3532
82,21.0,5572,3654,5574,3675
83,11.0,5806,3838,5817,3839
84,10.0,6400,7195,6402,7205
85,81.0,6400,7211,6425,7266
86,14.0,6411,7269,6425,7270
87,11.0,6656,2065,6658,2076
88,27.0,6656,7184,6658,7211
89,11.0,6656,7220,6657,7231
90,10.0,6887,3213,6890,3223
91,14.0,6892,3042,6898,3047
92,11.0,6904,6286,6912,6291
93,32.0,6905,3433,6912,3457
94,83.0,6909,7172,6914,7250
95,12.0,6913,2063,6914,2075
