,length,min_row,min_col,max_row,max_col
1,30.0,1826,6183,1856,6188
2,15.0,1884,4713,1893,4722
3,28.0,1894,4509,1905,4537
4,25.0,1898,5900,1918,5922
5,49.0,1904,3966,1927,3992
6,41.0,1908,3705,1946,3717
7,15.0,2219,3587,2225,3599
8,17.0,2266,3281,2274,3292
9,19.0,2270,3297,2281,3308
10,20.0,2281,2408,2301,2412
11,50.0,3571,4157,3580,4192
12,32.0,3613,4611,3631,4628
13,42.0,3616,5529,3644,5561
14,46.0,3654,5968,3685,6010
15,33.0,3937,3374,3965,3382
16,25.0,3943,2607,3968,2618
17,13.0,3980,2052,3982,2065
18,21.0,5630,5132,5632,5153
19,17.0,7914,5833,7931,5838
20,48.0,7968,4068,8006,4087
21,23.0,10033,1185,10040,1196
22,30.0,10033,2400,10063,2413
23,18.0,10089,2713,10098,2731
