,length,min_row,min_col,max_row,max_col
1,4.0,8192,3584,8196,3586
2,38.0,8224,5426,8262,5430
3,39.0,8245,3373,8284,3395
4,38.0,8252,5227,8290,5256
5,43.0,8256,4472,8299,4490
6,43.0,8257,3851,8300,3855
7,41.0,8259,4712,8300,4725
8,36.0,8516,3010,8552,3019
9,36.0,8533,2682,8565,2708
10,33.0,8594,1483,8601,1516
11,34.0,8596,3208,8613,3241
12,25.0,8599,1712,8612,1737
13,24.0,8607,2483,8631,2488
14,16.0,9470,1675,9472,1691
15,5.0,9726,5813,9727,5818
16,11.0,9874,5118,9885,5120
17,9.0,9910,5118,9919,5119
18,52.0,9939,4063,9987,4088
19,17.0,9974,3766,9980,3779
20,10.0,9981,4420,9984,4430
21,45.0,9989,4246,10026,4282
22,4.0,9990,5377,9994,5378
23,10.0,10008,4402,10018,4408
24,41.0,10008,5080,10046,5111
25,14.0,10009,5630,10023,5631
26,6.0,10011,3666,10015,3672
27,38.0,10013,4388,10028,4401
28,8.0,10018,3433,10026,3438
29,19.0,10023,4615,10027,4634
30,19.0,10029,3574,10040,3593
31,13.0,10500,3275,10513,3280
32,26.0,10548,3074,10557,3091
