,length,min_row,min_col,max_row,max_col
1,2.0,8177,3580,8179,3581
2,4.0,8192,3584,8196,3586
3,38.0,8224,5426,8262,5430
4,39.0,8245,3373,8284,3395
5,38.0,8252,5227,8290,5256
6,43.0,8256,4472,8299,4490
7,43.0,8257,3851,8300,3855
8,41.0,8259,4712,8300,4725
9,36.0,8516,3010,8552,3019
10,36.0,8533,2682,8565,2708
11,33.0,8594,1483,8601,1516
12,34.0,8596,3208,8613,3241
13,25.0,8599,1712,8612,1737
14,24.0,8607,2483,8631,2488
15,2.0,9154,5169,9156,5171
16,16.0,9470,1675,9472,1691
17,5.0,9726,5813,9727,5818
18,2.0,9727,5543,9728,5545
19,11.0,9874,5118,9885,5120
20,2.0,9893,1980,9895,1981
21,9.0,9910,5118,9919,5119
22,2.0,9923,5118,9924,5120
23,52.0,9939,4063,9987,4088
24,17.0,9974,3766,9980,3779
25,10.0,9981,4420,9984,4430
26,2.0,9981,4864,9983,4866
27,2.0,9981,5136,9982,5138
28,3.0,9983,4658,9984,4661
29,2.0,9983,5545,9984,5547
30,45.0,9989,4246,10026,4282
31,4.0,9990,5377,9994,5378
32,10.0,10008,4402,10018,4408
33,41.0,10008,5080,10046,5111
34,14.0,10009,5630,10023,5631
35,6.0,10011,3666,10015,3672
36,38.0,10013,4388,10028,4401
37,8.0,10018,3433,10026,3438
38,19.0,10023,4615,10027,4634
39,19.0,10029,3574,10040,3593
40,2.0,10495,1660,10496,1662
41,13.0,10500,3275,10513,3280
42,26.0,10548,3074,10557,3091
