,length,min_row,min_col,max_row,max_col
1,13.0,2050,3654,2060,3659
2,27.0,2118,6055,2138,6064
3,7.0,2141,5119,2148,5120
4,29.0,2141,7172,2170,7182
5,6.0,2152,3717,2158,3721
6,17.0,2167,4954,2174,4969
7,12.0,2283,3786,2293,3795
8,8.0,2381,4608,2389,4609
9,15.0,2390,6618,2400,6632
10,11.0,2392,4368,2403,4371
11,7.0,2407,5888,2414,5889
12,6.0,2435,5888,2441,5889
13,8.0,2469,5642,2475,5647
14,28.0,2472,5632,2500,5633
15,6.0,2486,5643,2488,5649
16,13.0,2561,3943,2563,3956
17,8.0,2561,3959,2562,3967
18,15.0,2572,3328,2587,3329
19,7.0,2592,3328,2599,3329
20,8.0,2687,4608,2695,4609
21,6.0,2694,6144,2700,6145
22,7.0,2696,4608,2703,4609
23,7.0,2710,4608,2717,4610
24,13.0,2745,4864,2758,4865
25,9.0,2783,4228,2789,4234
26,8.0,2804,4864,2812,4865
27,13.0,2805,5823,2811,5830
28,8.0,2815,6799,2816,6807
29,9.0,2817,5828,2820,5837
30,6.0,2830,5106,2832,5112
31,24.0,2833,5081,2838,5105
32,22.0,2863,5888,2885,5889
33,18.0,2889,4608,2907,4609
34,6.0,2891,5888,2897,5889
35,18.0,2913,4608,2931,4609
36,14.0,2940,4608,2954,4609
37,6.0,2957,6144,2963,6145
38,8.0,2979,6144,2987,6145
39,12.0,2986,6643,2993,6647
40,16.0,2988,3328,3004,3330
41,11.0,3003,6144,3014,6145
42,9.0,3006,4352,3015,4353
43,17.0,3007,6646,3021,6650
44,9.0,3018,3328,3027,3329
45,15.0,3028,6648,3036,6653
46,12.0,3029,3328,3041,3329
47,17.0,3033,6144,3050,6145
48,6.0,3034,3072,3040,3073
49,26.0,3042,3328,3068,3329
50,10.0,3043,3072,3053,3073
51,15.0,3050,4608,3065,4609
52,11.0,3110,3072,3121,3073
53,32.0,3113,6660,3137,6666
54,9.0,3127,3072,3136,3073
55,9.0,3144,6144,3153,6145
56,9.0,3148,6663,3154,6668
57,8.0,3158,6663,3164,6667
58,7.0,3178,3328,3185,3329
59,7.0,3183,6144,3190,6145
60,7.0,3191,6144,3198,6145
61,17.0,3221,4864,3238,4865
62,6.0,3235,5888,3241,5889
63,32.0,3251,5632,3283,5633
64,8.0,3252,4864,3260,4865
65,6.0,3296,5632,3302,5633
66,9.0,3301,6036,3304,6045
67,10.0,3329,4120,3330,4130
68,7.0,3329,4132,3330,4139
69,11.0,3379,3686,3385,3697
70,6.0,3387,4608,3393,4609
71,32.0,3395,4608,3423,4614
72,15.0,3396,4352,3411,4353
73,11.0,3404,4363,3410,4373
74,9.0,3432,4608,3441,4609
75,7.0,3443,6400,3450,6401
76,7.0,3447,4608,3454,4609
77,13.0,3462,4608,3475,4609
78,12.0,3481,6144,3493,6145
79,9.0,3495,6144,3504,6145
80,32.0,3510,6144,3542,6145
81,18.0,3536,5888,3554,5889
82,6.0,3561,4864,3567,4865
83,9.0,3566,2847,3574,2852
84,6.0,3566,6144,3572,6145
85,20.0,3710,4352,3730,4353
86,8.0,3731,3072,3739,3073
87,10.0,3732,4352,3742,4353
88,6.0,3743,6176,3749,6178
89,6.0,3752,3072,3758,3073
90,33.0,3794,6891,3827,6896
91,18.0,3795,5416,3813,5424
92,16.0,3798,5424,3814,5431
93,21.0,3800,7168,3821,7171
94,24.0,3810,7175,3834,7182
95,21.0,3812,5120,3824,5129
96,8.0,3837,7172,3838,7180
97,32.0,3837,7168,3844,7197
98,14.0,3838,5987,3840,6001
99,36.0,3841,5723,3853,5746
100,15.0,3841,6715,3843,6730
101,9.0,3853,6694,3860,6703
102,14.0,3861,6694,3871,6708
103,13.0,3893,4352,3906,4353
104,11.0,3910,4352,3921,4353
105,14.0,3911,4366,3921,4373
106,6.0,3930,3072,3936,3073
107,19.0,3938,3072,3957,3073
108,7.0,3998,2560,4005,2561
109,18.0,4157,6144,4175,6145
110,13.0,4171,6656,4184,6657
111,32.0,4202,5888,4234,5889
112,11.0,4237,5888,4248,5889
113,17.0,4324,3072,4341,3073
114,8.0,4325,5888,4333,5889
115,18.0,4380,2224,4390,2234
116,32.0,4397,4205,4410,4223
