,length,min_row,min_col,max_row,max_col
1,13.0,7665,4797,7677,4807
2,6.0,7712,4835,7716,4841
3,23.0,7754,3573,7777,3584
4,33.0,7765,3586,7798,3602
5,6.0,7777,3842,7783,3846
6,10.0,7795,3841,7802,3850
7,15.0,8089,3331,8092,3346
8,6.0,8194,1494,8197,1500
9,8.0,8703,4295,8704,4303
10,32.0,9435,5252,9467,5270
11,11.0,9456,4804,9467,4809
12,6.0,9469,4066,9471,4072
13,55.0,9472,5095,9502,5117
14,44.0,9490,5653,9534,5670
15,8.0,9515,3819,9523,3821
16,31.0,9533,3975,9543,4006
17,6.0,9672,1316,9673,1322
18,20.0,9704,2979,9724,2988
19,14.0,9713,2531,9726,2543
20,7.0,9725,1939,9727,1946
21,8.0,9726,2048,9727,2056
22,7.0,9727,1747,9728,1754
23,9.0,9729,744,9730,753
24,18.0,9735,1277,9749,1283
25,18.0,9744,2984,9762,2987
26,20.0,9753,2503,9773,2512
27,38.0,9756,2666,9794,2671
28,9.0,9767,1716,9770,1724
29,10.0,9774,766,9784,768
30,41.0,9785,1051,9795,1079
31,37.0,9792,3221,9805,3258
