,length,min_row,min_col,max_row,max_col
1,29.0,2489,776,2514,805
2,28.0,2618,648,2646,665
3,25.0,2653,3158,2677,3178
4,8.0,3071,1575,3072,1583
5,9.0,4087,4095,4094,4100
6,14.0,4093,3447,4095,3461
7,25.0,4115,4574,4140,4591
8,31.0,4130,5136,4161,5160
9,33.0,4142,4980,4160,5013
10,29.0,4188,5816,4193,5845
11,6.0,4205,5577,4208,5583
12,10.0,4205,5587,4210,5594
13,20.0,4341,2937,4350,2949
14,8.0,4350,1968,4352,1976
15,5.0,4356,1201,4361,1205
16,5.0,4379,1592,4381,1597
17,19.0,4381,1449,4400,1455
18,21.0,4384,2049,4405,2054
19,22.0,4403,2962,4413,2968
20,28.0,4405,2716,4433,2723
21,22.0,4416,2029,4419,2051
22,44.0,4421,2441,4443,2485
23,28.0,4447,2921,4455,2949
24,28.0,4460,2608,4488,2616
25,5.0,5887,5498,5888,5503
26,7.0,5911,5285,5917,5288
27,5.0,6223,2594,6228,2595
28,14.0,6398,1603,6400,1617
29,7.0,7381,2557,7388,2559
30,12.0,8278,4395,8290,4405
31,13.0,8445,2021,8446,2034
32,7.0,8447,2418,8448,2425
33,24.0,8549,3123,8562,3146
34,15.0,9470,1695,9472,1710
35,8.0,9470,4091,9472,4099
36,6.0,9982,4224,9983,4230
37,6.0,9982,5459,9983,5465
38,16.0,10092,4088,10102,4096
39,8.0,10096,4600,10103,4603
40,19.0,10100,4604,10116,4615
41,6.0,10110,4412,10116,4414
42,12.0,10113,4864,10125,4866
43,38.0,10118,5239,10156,5252
44,18.0,10206,766,10224,767
45,15.0,10219,813,10234,817
46,13.0,10235,2719,10240,2732
47,5.0,10237,3018,10238,3023
48,14.0,10238,3049,10240,3063
49,13.0,10239,1704,10248,1711
50,6.0,10244,1750,10250,1752
51,34.0,10247,1463,10281,1467
52,23.0,10249,3075,10256,3089
53,22.0,10258,2819,10266,2841
54,6.0,10268,1743,10274,1749
55,7.0,10273,2412,10277,2419
56,26.0,10277,1824,10287,1838
57,7.0,10280,2411,10285,2418
58,34.0,10301,2792,10313,2814
59,22.0,10307,2398,10312,2420
60,5.0,10313,2598,10315,2603
61,24.0,10322,2275,10329,2299
