,length,min_row,min_col,max_row,max_col
1,56.0,1987,5470,2013,5495
2,13.0,2049,4870,2050,4883
3,26.0,2049,5448,2057,5470
4,15.0,2054,4864,2069,4865
5,14.0,2071,4864,2085,4865
6,14.0,2094,4864,2108,4865
7,33.0,2305,3785,2308,3816
8,22.0,2561,2729,2564,2751
9,13.0,3022,6144,3035,6145
10,15.0,3254,5462,3264,5471
11,22.0,3562,3456,3573,3468
12,45.0,3670,6106,3690,6144
13,54.0,3719,7128,3770,7160
14,14.0,4520,3328,4534,3330
15,17.0,4603,6033,4608,6045
16,16.0,5120,5543,5124,5559
17,14.0,5376,2053,5378,2067
18,13.0,5630,6842,5631,6855
19,28.0,5995,2761,5998,2789
20,20.0,6004,2670,6006,2690
21,18.0,6007,4012,6010,4030
22,20.0,6292,7068,6300,7075
23,16.0,6632,3072,6648,3073
24,16.0,6864,4096,6880,4097
25,16.0,6985,4608,7001,4609
26,20.0,7036,4608,7056,4609
27,15.0,7222,5632,7237,5633
28,14.0,7283,3328,7296,3331
29,13.0,7308,3328,7321,3329
30,28.0,7425,5332,7427,5360
31,13.0,8014,5632,8027,5633
32,16.0,8021,5888,8037,5889
33,13.0,8223,6400,8236,6401
34,38.0,8237,2757,8275,2768
35,58.0,8246,2156,8268,2202
36,26.0,8257,4098,8283,4104
37,13.0,8271,5376,8284,5377
38,30.0,8297,2529,8304,2554
39,31.0,8449,2725,8451,2756
40,18.0,8576,4608,8594,4609
41,14.0,8582,3328,8596,3330
42,22.0,8622,3328,8644,3329
43,15.0,8810,6144,8825,6145
44,13.0,9140,3072,9153,3073
45,14.0,9337,6400,9351,6401
46,14.0,9465,7038,9472,7045
47,16.0,9522,3328,9538,3329
48,16.0,9537,3331,9547,3338
49,82.0,9690,6492,9718,6538
50,25.0,9714,6132,9727,6143
51,16.0,9776,4606,9792,4608
52,15.0,9977,3503,9984,3514
53,45.0,10010,4131,10034,4159
54,21.0,10016,4147,10025,4168
55,48.0,10020,3552,10043,3579
56,15.0,10036,2395,10041,2408
57,70.0,10038,3147,10077,3168
58,20.0,10055,3710,10064,3723
59,13.0,10056,2814,10069,2815
60,24.0,10056,4034,10071,4046
61,47.0,10062,3033,10092,3062
62,22.0,10065,4062,10080,4083
63,21.0,10074,2596,10085,2610
64,13.0,10085,3735,10098,3738
